Video recorder service initialized
2025-10-24 23:42:50,415 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/df434cb8_window_001_10_25.mp4
2025-10-24 23:42:50,415 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/df434cb8_window_001_10_25.mp4
2025-10-24 23:42:50,415 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:42:50,434 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:42:56,716 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:05,476 - __main__ - INFO - Window 2 analyzed: 595 chars, 355 tokens
2025-10-24 23:43:05,476 - __main__ - INFO - Analyzing window 3/3: 20.0s - 30.0s
2025-10-24 23:43:05,478 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:43:05,478 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:43:05,478 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_29.mp4 to Minio as videos/a7f4af34_window_002_20_29.mp4...
2025-10-24 23:43:09,441 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/a7f4af34_window_002_20_29.mp4
2025-10-24 23:43:09,441 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/a7f4af34_window_002_20_29.mp4
2025-10-24 23:43:09,441 - app.qwen_client - INFO - Analyzing video window: 20.0s - 30.0s
2025-10-24 23:43:09,531 - __main__ - INFO - Window 3 analyzed: 493 chars, 321 tokens
2025-10-24 23:43:09,531 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 850
2025-10-24 23:43:09,531 - __main__ - INFO - Cleaning up 3 uploaded files from Minio...
2025-10-24 23:43:09,531 - app.minio_client - INFO - Deleting Minio object: videos/5a57f7e3_window_000_0_15.mp4
2025-10-24 23:43:09,650 - app.minio_client - INFO - Successfully deleted: videos/5a57f7e3_window_000_0_15.mp4
2025-10-24 23:43:09,650 - app.minio_client - INFO - Deleting Minio object: videos/61dd3994_window_001_10_25.mp4
2025-10-24 23:43:09,788 - app.minio_client - INFO - Successfully deleted: videos/61dd3994_window_001_10_25.mp4
2025-10-24 23:43:09,789 - app.minio_client - INFO - Deleting Minio object: videos/bdaee9e8_window_002_20_29.mp4
2025-10-24 23:43:09,921 - app.minio_client - INFO - Successfully deleted: videos/bdaee9e8_window_002_20_29.mp4
2025-10-24 23:43:09,923 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
2025-10-24 23:43:09,930 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320573959.webm
2025-10-24 23:43:09,931 - __main__ - INFO - Slicing video into windows...
INFO:     127.0.0.1:51454 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:43:10,077 - app.video_processor - INFO - Video duration: 29.95 seconds
2025-10-24 23:43:11,005 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:43:11,890 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:43:12,578 - app.video_processor - INFO - Created window 2: 20.00s - 29.95s (9.95s)
2025-10-24 23:43:12,578 - app.video_processor - INFO - Created 3 windows for video (duration: 29.95s)
2025-10-24 23:43:12,578 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:43:12,578 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:43:12,587 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:43:12,587 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:43:12,587 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/2fbf561c_window_000_0_15.mp4...
2025-10-24 23:43:14,345 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/2fbf561c_window_000_0_15.mp4
2025-10-24 23:43:14,345 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/2fbf561c_window_000_0_15.mp4
2025-10-24 23:43:14,346 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:43:14,680 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:20,072 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:20,896 - __main__ - INFO - Window 3 analyzed: 448 chars, 253 tokens
2025-10-24 23:43:20,896 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 857
2025-10-24 23:43:20,896 - __main__ - INFO - Cleaning up 3 uploaded files from Minio...
2025-10-24 23:43:20,896 - app.minio_client - INFO - Deleting Minio object: videos/d2f05aed_window_000_0_15.mp4
2025-10-24 23:43:21,006 - app.minio_client - INFO - Successfully deleted: videos/d2f05aed_window_000_0_15.mp4
2025-10-24 23:43:21,006 - app.minio_client - INFO - Deleting Minio object: videos/df434cb8_window_001_10_25.mp4
2025-10-24 23:43:21,119 - app.minio_client - INFO - Successfully deleted: videos/df434cb8_window_001_10_25.mp4
2025-10-24 23:43:21,119 - app.minio_client - INFO - Deleting Minio object: videos/a7f4af34_window_002_20_29.mp4
2025-10-24 23:43:21,213 - app.minio_client - INFO - Successfully deleted: videos/a7f4af34_window_002_20_29.mp4
2025-10-24 23:43:21,215 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
INFO:     127.0.0.1:51136 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:43:24,302 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320604287.webm
2025-10-24 23:43:24,302 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:43:24,361 - app.video_processor - INFO - Video duration: 30.13 seconds
2025-10-24 23:43:25,280 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:43:26,221 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:43:27,013 - app.video_processor - INFO - Created window 2: 20.00s - 30.13s (10.13s)
2025-10-24 23:43:27,013 - app.video_processor - INFO - Remaining duration 0.13s too short, skipping
2025-10-24 23:43:27,013 - app.video_processor - INFO - Created 3 windows for video (duration: 30.13s)
2025-10-24 23:43:27,013 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:43:27,013 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:43:27,028 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:43:27,028 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:43:27,028 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/8997a510_window_000_0_15.mp4...
2025-10-24 23:43:28,641 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/8997a510_window_000_0_15.mp4
2025-10-24 23:43:28,641 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/8997a510_window_000_0_15.mp4
2025-10-24 23:43:28,641 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:43:28,828 - __main__ - INFO - Window 1 analyzed: 332 chars, 231 tokens
2025-10-24 23:43:28,828 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:43:28,830 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:43:28,830 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:43:28,830 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/5dab653d_window_001_10_25.mp4...
2025-10-24 23:43:30,544 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/5dab653d_window_001_10_25.mp4
2025-10-24 23:43:30,545 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/5dab653d_window_001_10_25.mp4
2025-10-24 23:43:30,545 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:43:35,959 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:37,941 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:40,291 - __main__ - INFO - Window 1 analyzed: 231 chars, 170 tokens
2025-10-24 23:43:40,291 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:43:40,294 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:43:40,294 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:43:40,294 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/030f7840_window_001_10_25.mp4...
2025-10-24 23:43:41,414 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/030f7840_window_001_10_25.mp4
2025-10-24 23:43:41,414 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/030f7840_window_001_10_25.mp4
2025-10-24 23:43:41,414 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:43:47,185 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:43:50,450 - __main__ - INFO - Window 2 analyzed: 535 chars, 356 tokens
2025-10-24 23:43:50,451 - __main__ - INFO - Analyzing window 3/3: 20.0s - 29.9s
2025-10-24 23:43:50,456 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:43:50,456 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:43:50,456 - __main__ - ERROR - Failed to upload window 2 to Minio: Video file not found: temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_29.mp4
2025-10-24 23:43:50,461 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 591
2025-10-24 23:43:50,461 - __main__ - INFO - Cleaning up 2 uploaded files from Minio...
2025-10-24 23:43:50,461 - app.minio_client - INFO - Deleting Minio object: videos/2fbf561c_window_000_0_15.mp4
2025-10-24 23:43:50,602 - app.minio_client - INFO - Successfully deleted: videos/2fbf561c_window_000_0_15.mp4
2025-10-24 23:43:50,602 - app.minio_client - INFO - Deleting Minio object: videos/5dab653d_window_001_10_25.mp4
2025-10-24 23:43:50,714 - app.minio_client - INFO - Successfully deleted: videos/5dab653d_window_001_10_25.mp4
2025-10-24 23:43:50,714 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
INFO:     127.0.0.1:51454 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:43:50,726 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320609999.webm
2025-10-24 23:43:50,726 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:43:50,836 - app.video_processor - INFO - Video duration: 5.60 seconds
2025-10-24 23:43:51,295 - app.video_processor - INFO - Created window 0: 0.00s - 5.60s (5.60s)
2025-10-24 23:43:51,295 - app.video_processor - INFO - Created 1 windows for video (duration: 5.60s)
2025-10-24 23:43:51,295 - __main__ - INFO - Created 1 windows for analysis
2025-10-24 23:43:51,295 - __main__ - INFO - Analyzing window 1/1: 0.0s - 5.6s
2025-10-24 23:43:51,306 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:43:51,306 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:43:51,306 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_5.mp4 to Minio as videos/6d057b11_window_000_0_5.mp4...
2025-10-24 23:43:52,393 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/6d057b11_window_000_0_5.mp4
2025-10-24 23:43:52,393 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/6d057b11_window_000_0_5.mp4
2025-10-24 23:43:52,393 - app.qwen_client - INFO - Analyzing video window: 0.0s - 5.6s
2025-10-24 23:43:53,915 - __main__ - INFO - Window 2 analyzed: 400 chars, 254 tokens
2025-10-24 23:43:53,916 - __main__ - INFO - Analyzing window 3/3: 20.0s - 30.1s
2025-10-24 23:43:53,926 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:43:53,926 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:43:53,926 - __main__ - ERROR - Failed to upload window 2 to Minio: Video file not found: temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_30.mp4
2025-10-24 23:43:53,931 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 428
2025-10-24 23:43:53,931 - __main__ - INFO - Cleaning up 2 uploaded files from Minio...
2025-10-24 23:43:53,931 - app.minio_client - INFO - Deleting Minio object: videos/8997a510_window_000_0_15.mp4
2025-10-24 23:43:54,065 - app.minio_client - INFO - Successfully deleted: videos/8997a510_window_000_0_15.mp4
2025-10-24 23:43:54,065 - app.minio_client - INFO - Deleting Minio object: videos/030f7840_window_001_10_25.mp4
INFO:     127.0.0.1:51136 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:43:54,205 - app.minio_client - INFO - Successfully deleted: videos/030f7840_window_001_10_25.mp4
2025-10-24 23:43:54,207 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
2025-10-24 23:43:56,579 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:44:02,514 - __main__ - INFO - Window 1 analyzed: 393 chars, 260 tokens
2025-10-24 23:44:02,514 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 261
2025-10-24 23:44:02,514 - __main__ - INFO - Cleaning up 1 uploaded files from Minio...
2025-10-24 23:44:02,514 - app.minio_client - INFO - Deleting Minio object: videos/6d057b11_window_000_0_5.mp4
INFO:     127.0.0.1:51454 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:44:02,627 - app.minio_client - INFO - Successfully deleted: videos/6d057b11_window_000_0_5.mp4
